Name,%GC,Common Name,Description,Imported From: Filename,Imported From: Path,Sequence Length,Size,collection_date,country,isolate,isolation_source,lab_host,serotype,strain
DQ404168,53.8%,FMDV-O,"Foot-and-mouth disease virus - type O strain UKG/9011/2001, complete genome",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,8193,18 KB,10-May-2001,United Kingdom,,infected premise number 1575,,O,UKG/9011/2001
DQ404169,53.7%,FMDV-O,"Foot-and-mouth disease virus - type O strain UKG/7038/2001, complete genome",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,8193,18 KB,20-Apr-2001,United Kingdom,,infected premise number 1404,,O,UKG/7038/2001
DQ404170,53.7%,FMDV-O,"Foot-and-mouth disease virus - type O strain UKG/7675/2001, complete genome",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,8193,18 KB,23-Apr-2001,United Kingdom,,infected premise number 1448,,O,UKG/7675/2001
DQ404171,53.7%,FMDV-O,"Foot-and-mouth disease virus - type O strain UKG/4569/2001, complete genome",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,8193,18 KB,06-Apr-2001,United Kingdom,,infected premise number 1070,,O,UKG/4569/2001
DQ404172,53.7%,FMDV-O,"Foot-and-mouth disease virus - type O strain UKG/621/2001, complete genome",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,8193,18 KB,01-Mar-2001,United Kingdom,,infected premise number 38,,O,UKG/621/2001
DQ404173,53.7%,FMDV-O,"Foot-and-mouth disease virus - type O strain UKG/220/2001, complete genome",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,8195,18 KB,26-Feb-2001,United Kingdom,,infected premise number 16,,O,UKG/220/2001
DQ404174,53.7%,FMDV-O,"Foot-and-mouth disease virus - type O strain UKG/438/2001, complete genome",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,8193,17 KB,28-Feb-2001,Ireland,,,,O,UKG/438/2001
DQ404175,53.7%,FMDV-O,"Foot-and-mouth disease virus - type O strain UKG/173/2001, complete genome",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,8193,18 KB,24-Feb-2001,United Kingdom,,infected premise number 7,,O,UKG/173/2001
DQ404176,53.7%,FMDV-O,"Foot-and-mouth disease virus - type O strain UKG/150/2001, complete genome",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,8193,18 KB,23-Feb-2001,United Kingdom,,infected premise number 6,,O,UKG/150/2001
DQ404177,53.7%,FMDV-O,"Foot-and-mouth disease virus - type O strain UKG/128/2001, complete genome",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,8193,18 KB,22-Feb-2001,United Kingdom,,infected premise number 4,,O,UKG/128/2001
DQ404178,53.7%,FMDV-O,"Foot-and-mouth disease virus - type O strain UKG/127/2001, complete genome",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,8193,18 KB,22-Feb-2001,United Kingdom,,infected premise number 4,,O,UKG/127/2001
DQ404179,53.7%,FMDV-O,"Foot-and-mouth disease virus - type O strain UKG/126/2001, complete genome",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,8193,18 KB,22-Feb-2001,United Kingdom,,infected premise number 4,,O,UKG/126/2001
DQ404180,53.7%,FMDV-O,"Foot-and-mouth disease virus - type O strain UKG/11/2001, complete genome",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,8193,18 KB,19-Feb-2001,United Kingdom,,infected premise number 1,,O,UKG/11/2001
DQ478936,53.1%,FMDV-O,"Foot-and-mouth disease virus - type O, complete genome",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,8168,19 KB,,China,,,,O,OGBF15
DQ478937,53.2%,FMDV-O,"Foot-and-mouth disease virus - type O, complete genome",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,8166,19 KB,,China,,persistently infected BHK-21 cells,,O,OGBF15 derivative
DQ533483,53.3%,FMDV-Asia1,"Foot-and-mouth disease virus - type Asia 1 strain ZB/CHA/58(att), complete genome",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,8193,25 KB,1958,China,,,,FMDV-Asia 1,ZB/CHA/58(att)
DQ767859,57.9%,FMDV-A,"Foot-and-mouth disease virus - type A isolate Ir-03 polyprotein gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,765,7 KB,,Iran,Ir-03,,,A,
DQ767860,56.1%,FMDV-A,"Foot-and-mouth disease virus - type A isolate Ir-04 polyprotein gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,773,7 KB,,Iran,Ir-04,,,A,
DQ767862,55.2%,FMDV-A,"Foot-and-mouth disease virus - type A isolate Ir_06 truncated polyprotein gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,871,7 KB,,Iran,Ir_06,,,A,
DQ767863,54.8%,FMDV-O,"Foot-and-mouth disease virus - type O isolate Ir_07 polyprotein gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,756,7 KB,,Iran,Ir_07,,,O,
DQ789075,54.3%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/Irigoyen/Arg/83 VP1 protein (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,,Argentina,O/Irigoyen/Arg/83,whole cell/tissue lysate,,O,
DQ834704,55.7%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/MS/Bra/98 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,,Brazil,O/MS/Bra/98,,,O,
DQ834705,55.2%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/Argentina/00 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,,Argentina,O/Argentina/00,,,O,
DQ834706,55.1%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/RS/Bra/00 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,,Brazil,O/RS/Bra/00,,,O,
DQ834707,53.8%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/Artigas/Uru/00 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,,Uruguay,O/Artigas/Uru/00,,,O,
DQ834708,54.7%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/Tarija/Bol/00 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,,Bolivia,O/Tarija/Bol/00,,,O,
DQ834709,55.1%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/Tarija/Bol/01 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,,Bolivia,O/Tarija/Bol/01,,,O,
DQ834710,54.6%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/Canindeyu/Par/02 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,,Paraguay,O/Canindeyu/Par/02,,,O,
DQ834711,56.3%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/Pozo Hondo/Par/03 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,,Paraguay,O/Pozo Hondo/Par/03,,,O,
DQ834712,56.8%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/Chuquisaca/Bol/03 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,,Bolivia,O/Chuquisaca/Bol/03,,,O,
DQ834713,56.8%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/Potosi/Bol/03 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,,Bolivia,O/Potosi/Bol/03,,,O,
DQ834714,54.6%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/MS(1a)/Bra/05 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,,Brazil,O/MS(1a)/Bra/05,,,O,
DQ834715,54.6%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/MS(1b)/Bra/05 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,,Brazil,O/MS(1b)/Bra/05,,,O,
DQ834716,54.5%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/MS(1c)/Bra/05 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,,Brazil,O/MS(1c)/Bra/05,,,O,
DQ834717,54.6%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/MS(1d)/Bra/05 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,,Brazil,O/MS(1d)/Bra/05,,,O,
DQ834718,54.2%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/MS(1e)/Bra/05 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,,Brazil,O/MS(1e)/Bra/05,,,O,
DQ834719,54.6%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/MS(1f)/Bra/05 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,,Brazil,O/MS(1f)/Bra/05,,,O,
DQ834720,55.0%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/MS(1g)/Bra/05 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,,Brazil,O/MS(1g)/Bra/05,,,O,
DQ834721,54.6%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/MS(1h)/Bra/05 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,,Brazil,O/MS(1h)/Bra/05,,,O,
DQ834722,54.6%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/MS(1i)/Bra/05 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,,Brazil,O/MS(1i)/Bra/05,,,O,
DQ834723,54.6%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/MS(1j)/Bra/05 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,,Brazil,O/MS(1j)/Bra/05,,,O,
DQ834724,54.8%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/MS(2)/Bra/05 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,,Brazil,O/MS(2)/Bra/05,,,O,
DQ834725,54.6%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/MS(3)/Bra/05 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,,Brazil,O/MS(3)/Bra/05,,,O,
DQ834726,54.8%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/MS(4)/Bra/05 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,,Brazil,O/MS(4)/Bra/05,,,O,
DQ834727,56.8%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/Corrientes/Arg/06 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,,Argentina,O/Corrientes/Arg/06,,,O,
DQ989303,54.3%,FMDV-Asia1,"Foot-and-mouth disease virus - type Asia 1 isolate IND 151-94, complete genome",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,8227,23 KB,1993,India,IND 151-94,,,,
DQ989304,54.2%,FMDV-Asia1,"Foot-and-mouth disease virus - type Asia 1 isolate IND 334-00, complete genome",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,8227,23 KB,2000,India,IND 334-00,,,,
DQ989305,53.9%,FMDV-Asia1,"Foot-and-mouth disease virus - type Asia 1 isolate IND 116-90, complete genome",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,8273,23 KB,1990,India,IND 116-90,,,,
DQ989306,54.2%,FMDV-Asia1,"Foot-and-mouth disease virus - type Asia 1 isolate IND 81-86, complete genome",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,8227,23 KB,1986,India,IND 81-86,,,,
DQ989307,53.7%,FMDV-Asia1,"Foot-and-mouth disease virus - type Asia 1 isolate IND 247-92, complete genome",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,8272,23 KB,1992,India,IND 247-92,,,,
DQ989308,53.6%,FMDV-Asia1,"Foot-and-mouth disease virus - type Asia 1 isolate IND 397-97, complete genome",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,8275,23 KB,1994,India,IND 397-97,,,,
DQ989309,53.8%,FMDV-Asia1,"Foot-and-mouth disease virus - type Asia 1 isolate IND 82-96, complete genome",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,8275,23 KB,1996,India,IND 82-96,,,,
DQ989310,53.6%,FMDV-Asia1,"Foot-and-mouth disease virus - type Asia 1 isolate IND 101-99, complete genome",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,8204,23 KB,1999,India,IND 101-99,,,,
DQ989311,53.7%,FMDV-Asia1,"Foot-and-mouth disease virus - type Asia 1 isolate IND 37-02, complete genome",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,8188,23 KB,2002,India,IND 37-02,,,,
DQ989312,53.6%,FMDV-Asia1,"Foot-and-mouth disease virus - type Asia 1 isolate IND 13-91, complete genome",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,8270,23 KB,1990,India,IND 13-91,,,,
DQ989313,53.7%,FMDV-Asia1,"Foot-and-mouth disease virus - type Asia 1 isolate IND 52-87, complete genome",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,8270,23 KB,1986,India,IND 52-87,,,,
DQ989314,53.7%,FMDV-Asia1,"Foot-and-mouth disease virus - type Asia 1 isolate IND 354-01, complete genome",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,8273,23 KB,2001,India,IND 354-01,,,,
DQ989315,54.1%,FMDV-Asia1,"Foot-and-mouth disease virus - type Asia 1 isolate IND 47-93, complete genome",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,8272,23 KB,1993,India,IND 47-93,,,,
DQ989316,53.7%,FMDV-Asia1,"Foot-and-mouth disease virus - type Asia 1 isolate IND 21-89, complete genome",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,8275,22 KB,1989,India,IND 21-89,,,,
DQ989317,53.8%,FMDV-Asia1,"Foot-and-mouth disease virus - type Asia 1 isolate IND 148-01, complete genome",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,8274,23 KB,2000,India,IND 148-01,,,,
DQ989318,53.4%,FMDV-Asia1,"Foot-and-mouth disease virus - type Asia 1 isolate IND 61-02, complete genome",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,8269,23 KB,2002,India,IND 61-02,,,,
DQ989319,54.0%,FMDV-Asia1,"Foot-and-mouth disease virus - type Asia 1 isolate IND 423-01, complete genome",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,8274,23 KB,2001,India,IND 423-01,,,,
DQ989320,53.5%,FMDV-Asia1,"Foot-and-mouth disease virus - type Asia 1 isolate IND 182-02, complete genome",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,8273,23 KB,2002,India,IND 182-02,,,,
DQ989321,53.5%,FMDV-Asia1,"Foot-and-mouth disease virus - type Asia 1 isolate IND 438-01, complete genome",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,8273,23 KB,2001,India,IND 438-01,,,,
DQ989322,53.7%,FMDV-Asia1,"Foot-and-mouth disease virus - type Asia 1 isolate IND 139-02, complete genome",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,8251,23 KB,2002,India,IND 139-02,,,,
DQ989323,53.8%,FMDV-Asia1,"Foot-and-mouth disease virus - type Asia 1 isolate IND 97-03, complete genome",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,8279,23 KB,2002,India,IND 97-03,,,,
E00223,54.9%,,cDNA encoding VP1 protein of FMDV A24 cruzeiro type,VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,648,5 KB,,,,,,,
E00224,57.1%,,cDNA encoding VP1 protein of FMDV C3 indaial type,VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,702,5 KB,,,,,,,
EF117837,53.6%,FMDV-A,"Foot-and-mouth disease virus - type A isolate Lindholm 1.3,PAK3/2006, complete genome",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,7623,17 KB,Jan-2006,Pakistan: Karachi,"Lindholm 1.3,PAK3/2006",,,A,
EF120378,57.5%,FMDV-A,"Foot-and-mouth disease virus - type A strain A5(10) VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,636,8 KB,,India,,,,,A5(10)
EF120379,57.5%,FMDV-A,"Foot-and-mouth disease virus - type A strain A/ORS/64/84 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,636,8 KB,,India,,,,,A/ORS/64/84
EF120380,58.4%,FMDV-A,"Foot-and-mouth disease virus - type A strain A/IND/2/68 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,,India,,,,,A/IND/2/68
EF120381,56.2%,FMDV-A,"Foot-and-mouth disease virus - type A strain A/IND/1/70 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,,India,,,,,A/IND/1/70
EF120382,57.0%,FMDV-A,"Foot-and-mouth disease virus - type A strain A/IND/3/73 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,,India,,,,,A/IND/3/73
EF120383,57.6%,FMDV-A,"Foot-and-mouth disease virus - type A strain A/IND/8/76 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,,India,,,,,A/IND/8/76
EF120384,58.4%,FMDV-A,"Foot-and-mouth disease virus - type A strain A/IND/17/77 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,,India,,,,,A/IND/17/77
EF120385,58.2%,FMDV-A,"Foot-and-mouth disease virus - type A strain A/IND/57/79 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,,India,,,,,A/IND/57/79
EF120386,58.1%,FMDV-A,"Foot-and-mouth disease virus - type A strain A/GUM/33/84 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,,India,,,,,A/GUM/33/84
EF120387,58.1%,FMDV-A,"Foot-and-mouth disease virus - type A strain A/ORS/75/88 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,,India,,,,,A/ORS/75/88
EF120388,58.4%,FMDV-A,"Foot-and-mouth disease virus - type A strain A/21/91 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,,India,,,,,A/21/91
EF120389,58.2%,FMDV-A,"Foot-and-mouth disease virus - type A strain A/GUA/24/91 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,,India,,,,,A/GUA/24/91
EF120390,58.5%,FMDV-A,"Foot-and-mouth disease virus - type A strain A/27/91 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,,India,,,,,A/27/91
EF120391,57.6%,FMDV-A,"Foot-and-mouth disease virus - type A strain A/MAT/18/93 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,,India,,,,,A/MAT/18/93
EF120392,57.0%,FMDV-A,"Foot-and-mouth disease virus - type A strain A/MAN/47/94 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,,India,,,,,A/MAN/47/94
EF120393,56.8%,FMDV-A,"Foot-and-mouth disease virus - type A strain A/TNAn/60/94 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,,India,,,,,A/TNAn/60/94
EF120394,57.0%,FMDV-A,"Foot-and-mouth disease virus - type A strain A/TNC/71/94 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,,India,,,,,A/TNC/71/94
EF120395,57.7%,FMDV-A,"Foot-and-mouth disease virus - type A strain A/GUK/14/95 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,,India,,,,,A/GUK/14/95
EF120396,58.1%,FMDV-A,"Foot-and-mouth disease virus - type A strain A/BIM/46/95 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,,India,,,,,A/BIM/46/95
EF120397,57.4%,FMDV-A,"Foot-and-mouth disease virus - type A strain A/HAH/51/95 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,,India,,,,,A/HAH/51/95
EF120398,58.7%,FMDV-A,"Foot-and-mouth disease virus - type A strain A/RAJ/21/96 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,,India,,,,,A/RAJ/21/96
EF120399,57.6%,FMDV-A,"Foot-and-mouth disease virus - type A strain A/HAH/14/00 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,,India,,,,,A/HAH/14/00
EF120400,56.7%,FMDV-A,"Foot-and-mouth disease virus - type A strain A/APR/51/05 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,,India,,,,,A/APR/51/05
EF120401,57.0%,FMDV-A,"Foot-and-mouth disease virus - type A strain A/MEU/49/03 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,,India,,,,,A/MEU/49/03
EF120402,56.0%,FMDV-A,"Foot-and-mouth disease virus - type A strain A/APS/44/05 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,,India,,,,,A/APS/44/05
EF120403,55.1%,FMDV-A,"Foot-and-mouth disease virus - type A strain A/APS/68/05 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,,India,,,,,A/APS/68/05
EF134950,55.9%,FMDV-SAT1,"Foot-and-mouth disease virus - type SAT 1 polyprotein gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,2238,12 KB,,Botswana,,cultured over swine kidney cells IB-RS-2,,SAT1,BOT 1/68
EF134951,55.4%,FMDV-SAT2,"Foot-and-mouth disease virus - type SAT 2 polyprotein gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,2226,12 KB,,Zimbabwe,,cultured over swine kidney cells IBRS-2,,SAT2,ZIM 5/81
EF134952,55.5%,FMDV-Asia1,"Foot-and-mouth disease virus - type Asia 1 polyprotein gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,2282,11 KB,,Nepal,,cultured over swine kidney cells IBRS-2,,Asia1,Nepal 29/97
